"key","en","fr","ge","sp","ch","jp"
"Uriel_progression_helpfullness2","Your work with the bulletin requests is making folks around here a lot more pleasant. You're a good person for doing it. Keep it up!","xxxx",,,,
,,,,,,
"Uriel_restaurantMenu_positive_1","The menu at Le Sequoia is very intriguing to say the least! I haven't heard of some of these dishes, (playername), but they sound yummy.","xxxx",,,,
"Uriel_restaurantMenu_positive_2","That menu you got at Le Sequioa is very exciting. I cannot wait to try what you're making with my meat!","xxxx",,,,
"Uriel_restaurantMenu_negative_1","I dunno about your menu right now, it feels really . . . off. It needs more meat options, in my own opinion.","xxxx",,,,
"Uriel_restaurantMenu_negative_2","I don't think I'm going to eat at your restaurant right now. The menu isn't sitting well with me at the moment.","xxxx",,,,
,,,,,,
"Uriel_environmentConsumer_positive_1","Way to keep this town clean and running, (playername)!_The quality of meat available will go down if we lose the environment it likes browsing around and eating.","xxxx",,,,
"Uriel_environmentConsumer_positive_2","Clean air and a healthy forest are key to keeping our little town happy and healthy. Thanks for making sure we're safe.","xxxx",,,,
"Uriel_environmentConsumer_negative_1","I really cannot stress how much I hate the trash floating around here._If it makes its way into the livestock, I cannot promise that the quality of the meat won't go down.","xxxx",,,,
"Uriel_environmentConsumer_negative_2","If we don't get a handle on all of this pollution soon, I will have to resort to alternate forms of protein, and trust me, you don't want that happening.","xxxx",,,,
,,,,,,
"Uriel_firstQuestComplete_1","(playername), thanks for the help again with that delivery. I really need to remember it's okay to ask for help, even when it's not an emergency.","xxxx",,,,
"Uriel_firstQuestComplete_2","Looking at the ocean the other day was really relaxing, because it felt like I wasn't there for a moment, and it was peaceful.","xxxx",,,,
"Uriel_firstQuestComplete_3"," . . . Oh, right. I  . . . I just don't get it somedays, you know? Why do I show up here? Why should I . . . never mind. Don't fret about it.","xxxx",,,,
,,,,,,
"Uriel_secondQuestComplete_1","My passion for feeding people was why I got into this job. I lost sight of that overtime._The work was all I saw, and I didn't see myself outside of it. Thanks for reminding me that even though my work is important, I am too.","xxxx",,,,
"Uriel_secondQuestComplete_2","After realizing that making my life about work wasn't living, I decided to try some hobbies._I tried the usual ones like making a ship in a bottle, knitting, but they weren't doing it. I almost gave up, until I discovered . . .dance! I love it.","xxxx",,,,
"Uriel_secondQuestComplete_3","It's funny, I really wouldn't be where I am mentally without your help. Life doesn't need a drastic change all the time._Small things we can do for ourselves is really what's needed more often than not. For the last time, probably not, thanks.","xxxx",,,,
,,,,,,
,,,,,,
"101_URIEL_INTERACT","101_URIEL_INTERACT",,,,,
,,,,,,
"Uriel_compliment_looks","Uh, thanks?","xxxx",,,,
"Uriel_compliment_clothing","My apron needs to be washed soon. There's blood on it.","xxxx",,,,
"Uriel_compliment_mind","I d . . . don't understand why you think that, but okay.","xxxx",,,,
"Uriel_compliment_work","These skills have taken years to hone. Thanks for the compliment.","xxxx",,,,
"Uriel_encouragement","Look, I have been doing this for a few years now, I know I got it. Thanks.","xxxx",,,,
"Uriel_offerhelp_accept","Sure, that would be very helpful.","xxxx",,,,
"Uriel_offerhelp_decline","No need, I've dealt with a lot more in the past.","xxxx",,,,
"Uriel_present_useful_1","Hey, this is pretty awesome! Thanks!","xxxx",,,,
"Uriel_present_useful_2","Ah, how did you know? I feel better drinking this.","xxxx",,,,
"Uriel_present_useful_3","Really appreciate it (playername). This is really good for me. Too much meat and all, you know?","xxxx",,,,
"Uriel_present_valuable_1","This looks really valuable! I don't really need this, but I appreciate the thought.","xxxx",,,,
"Uriel_present_birthday_1","Hey, you remembered! You are a good friend (playername).","xxxx",,,,
"Uriel_present_useless_1","I think it's pretty neat, but I don't need it.","xxxx",,,,
"Uriel_present_useless_2","Thanks (playername), but I do not need this.","xxxx",,,,
"Uriel_present_useless_3","What's this? Do you want me to keep this?","xxxx",,,,
"Uriel_gift_already_given","Thanks, but you've already given me something today.","xxxx",,,,
"Uriel_hug","Heyyy, there we go. Now go wash your shirt, it's got blood on it.","xxxx",,,,
"Uriel_hangout_decline","Sorry, I'm covered in blood, a lot of blood.","xxxx",,,,
,,,,,,
,,,,,,
"101_URIEL_CHOP","Sells meats, eggs",,,,,
,,,,,,
"Uriel_shop_default_1","Hello! Welcome to Chop! What can I get for you?","xxxx",,,,
"Uriel_shop_default_2","What can I get for you?","xxxx",,,,
"Uriel_shop_default_3","Welcome! What would you like to order today?","xxxx",,,,
"Uriel_shop_default_4","Chop, where the knives don't stop when they hit bone. What can I get you today?","xxxx",,,,
"Uriel_shop_default_5","Come on in! We got some amazing specials today.","xxxx",,,,
"Uriel_shop_buy_1","Yum! That one is my favorite.","xxxx",,,,
"Uriel_shop_buy_2","Good buy, that cut is prime!","xxxx",,,,
"Uriel_shop_buy_3","Ah, great choice!","xxxx",,,,
"Uriel_shop_sell_1","I haven't seen its like, I'll take it.","xxxx",,,,
"Uriel_shop_sell_2","Look at this!","xxxx",,,,
"Uriel_shop_sell_3","Great! I can use this.","xxxx",,,,
"Uriel_shop_sell_rejected_1","I can't use this, but thanks anyway.","xxxx",,,,
"Uriel_shop_sell_rejected_2","Sorry, don't need it.","xxxx",,,,
"Uriel_shop_sell_rejected_3","I don't need this, but someone else might.","xxxx",,,,
"Uriel_shop_too_poor_1","Are you sure you don't have any credits in your pockets?","xxxx",,,,
"Uriel_shop_too_poor_2","Hmmmm, doesn't look like you can afford this.","xxxx",,,,
"Uriel_shop_too_poor_3","You'll need some more credits, sorry!","xxxx",,,,
,,,,,,
"102_ALOYS","102_ALOYS",,,,,
,,,,,,
"Aloys_interaction1_1",". . . ","xxxx",,,,
"Aloys_interaction1_2","Sup. Hope those shrimp worked out for you.","xxxx",,,,
"Aloys_interaction1_3","I've been around a lot of shrimp, and I gotta day, they are feisty little guys.","xxxx",,,,
"Aloys_interaction1_4","Fishing was guessing and hoping you're right, but now we have technology, so we can stop guessing.","xxxx",,,,
"Aloys_interaction1_5","Hey, if you see any old pieces of tech, let me know.","xxxx",,,,
"Aloys_interaction1_6","I'm gonna grab a boba from Hasel. She's always got something new going on.","xxxx",,,,
,,,,,,
"Aloys_interaction2_1_intro","(playername), how's the restaurant going?","xxxx",,,,
"Aloys_interaction2_1_option_1","Okay. But it could be better.","xxxx",,,,
"Aloys_interaction2_1_option_2","Not well. It's been stressful.","xxxx",,,,
"Aloys_interaction2_1_response_1","If the stresses of owning Le Sequoia ever become too much to handle, let me know, and we'll do some fishing.","xxxx",,,,
"Aloys_interaction2_1_response_2","Running your own ship takes a lot out of you, but I hear it's worth it. Let's do some fishing sometime to take the stress off.","xxxx",,,,
"Aloys_interaction2_2","Shrimp scampi, shrimp cocktail, shrimp gumbo, shrimp by itself. There are many ways to eat shrimp.","xxxx",,,,
"Aloys_interaction2_3","Shrimp is delicious, but don't eat it everyday, they're a sometimes food.","xxxx",,,,
"Aloys_interaction2_4","Just between you and me and the sea, this job is just a job for me. What I really want is to get into robotics.","xxxx",,,,
"Aloys_interaction2_5","If you see a guy wandering around with a peg leg, don't ask him how he got it. TLDR, it wasn't a whale.","xxxx",,,,
"Aloys_interaction2_6","Man, I hope one day that old bathhouse opens again. That would be nice after a day on the boat.","xxxx",,,,
,,,,,,
"Aloys_interaction3_1_intro","If you find an X-23 Servo, can you bring it to me?","xxxx",,,,
"Aloys_interaction3_1_option_1","Sure.","xxxx",,,,
"Aloys_interaction3_1_option_2","A whattada what?","xxxx",,,,
"Aloys_interaction3_1_response_1","Thanks, we need it for Hasel._She has certain . . . mechanical problems. Technically . . . Bianca asked me to find it . . .","xxxx",,,,
"Aloys_interaction3_1_response_2","I don't get a lot of time off the docks. It looks like a sausage maker for a mixer, but bigger. It's for Hasel. If you don't, well . . . Bianca might get mad . . . at me.","xxxx",,,,
"Aloys_interaction3_2","I usually wind up at Bianca's with Hasel. We're constantly trying to keep Hasel running._She's not just a project, but a friend too. She's just the nicest.","xxxx",,,,
"Aloys_interaction3_3","Bianca can come off a bit . . . harsh sometimes. Just know it isn't you per say, but rather she's so smart she doesn't remember how to talk to other humans.","xxxx",,,,
"Aloys_interaction3_4","White Ash has been my home since forever. I dig its vibe._Some people want to run away from their hometown, but I like where I live.","xxxx",,,,
"Aloys_interaction3_5","When Bianca and I get together sometime, you should come along too._We can dig into the depths of technobabble.","xxxx",,,,
"Aloys_interaction3_6","You ever want to hear a story, go talk to Bowie. Man, but be careful, he doesn't know when to stop talking._It might seem rude, but just walking away is sometimes the only option. Just an FYI.","xxxx",,,,
,,,,,,
"Aloys_interaction4_1_intro","Can I tell you something, (playername)?  You've been a solid friend to me.","xxxx",,,,
"Aloys_interaction4_1_option_1","You have been too Aloys.","xxxx",,,,
"Aloys_interaction4_1_option_2","Next time, I have to go.","xxxx",,,,
"Aloys_interaction4_1_response_1","Hehe. I try I guess. Let's take a boat out into the sea sometime, yeah?","xxxx",,,,
"Aloys_interaction4_1_response_2","Eh, I get it. Talk to ya later.","xxxx",,,,
