"key","en","fr","ge","sp","ch","jp"
"moveIn_night_1","What's for dinner?","xxxx",,,,
"moveIn_night_2","Day's done! Tomorrow brings another one.","xxxx",,,,
"moveIn_night_3","Oh, would you look at those stars!","xxxx",,,,
"moveIn_night_4","The sunset was lovely tonight.","xxxx",,,,
"moveIn_night_5","I'm going to read till I pass out. Goodnight.","xxxx",,,,
,,,,,,
"WEATHER GENERIC","WEATHER GENERIC",,,,,
,,,,,,
"weather_rain_1","Looks like it's going to rain. What a shocker.","xxxx",,,,
"weather_rain_2","Rain? Again?! Will wonders ever cease?","xxxx",,,,
"weather_rain_3","Don't need to water the flowers today, eh? Ha!","xxxx",,,,
"weather_rain_4","I'm not wasting this moment. I'm getting my book.","xxxx",,,,
"weather_rain_5","I love the sound that rain makes!","xxxx",,,,
,,,,,,
"weather_sun_1","What a gorgeous day outside!","xxxx",,,,
"weather_sun_2","I hope it isn't too hot today.","xxxx",,,,
"weather_sun_3","Everything just looks so lovely outside.","xxxx",,,,
"weather_sun_4","I feel like taking a hike on this sunny day.","xxxx",,,,
"weather_sun_5","I wasn't ready for the day to look this good.","xxxx",,,,
,,,,,,
"weather_snow_1","Brrr! I need my snow jacket!","xxxx",,,,
"weather_snow_2","Why is it so quiet when there's snow?","xxxx",,,,
"weather_snow_3","As long as I am inside and the snow is outside I am okay.","xxxx",,,,
"weather_snow_4","Nothing better than tea, a book, and a snowy day outside.","xxxx",,,,
"weather_snow_5","It feels so cozy right now.","xxxx",,,,
,,,,,,
,,,,,,
"HOME REPAIR","HOME REPAIR",,,,,
,,,,,,
"home_repair_1","The faucet's leaking. Let me find a video on how to fix it.","xxxx",,,,
"home_repair_2","Do we have any puddy? I want to fill in some holes in the walls.","xxxx",,,,
"home_repair_3","The seal on this door needs to be fixed.","xxxx",,,,
"home_repair_4","I can't get this window open! I'll get some VF-50 spray.","xxxx",,,,
"home_repair_5","Close the door! The toilet's running! Ha! I'll jiggle the handle.","xxxx",,,,
,,,,,,
,,,,,,
"101_URIEL","101_URIEL",,,,,
,,,,,,
"101_URIEL_ROMANTIC","101_URIEL_ROMANTIC",,,,,
,,,,,,
"Uriel_romantic_decline","I'm sorry. I don't feel that way about you right now.","xxxx",,,,
"Uriel_romantic_accept","Wow, (playername), I . . . I like you as well. More than a porterhouse steak, and that's a lot.","xxxx",,,,
,,,,,,
"Uriel_romantic_like_location","Oh, I have always wanted to go there! Such a fine spot to enjoy your company.","xxxx",,,,
"Uriel_romantic_neutral_location","I haven't made it out there in all my time here. Sure.","xxxx",,,,
"Uriel_romantic_dislike_location","Ah, ummm, not really a . . . place I'd take someone on a date to, but okay.","xxxx",,,,
"Uriel_romantic_same_location","Oh . . . we've been there already, right? Maybe we could do somewhere new?","xxxx",,,,
,,,,,,
"Uriel_romantic_secondDate_endIntro","I have really enjoyed our previous outings._I mean this when I say it: I'm here for as long as you'll have me.","xxxx",,,,
"Uriel_romantic_secondDate_relationshipOption","You really want to keep going out with me? (Romance)","xxxx",,,,
"Uriel_romantic_secondDate_friendsOption","Let's be friends? Hmm, yeah . . . friends . . . (Friend)","xxxx",,,,
"Uriel_romantic_secondDate_relationshipAccept","Of course I'd love to keep being with you, (playername). We've been having such a lovely time together, so why stop now?","xxxx",,,,
"Uriel_romantic_secondDate_relationshipDecline","I don't think we're really, uh . . . well . . . much like gristle in a prime cut, we shouldn't remain together. You understand? Sorry._I will be here for you (playername), but as a friend.","xxxx",,,,
"Uriel_romantic_secondDate_friendsResponse","Much like a pocket of gristle in Waygu meat, I wasn't expecting that, but I'd rather have you as a friend than not be in my life at all._I'll need some time to process all this. Goodbye, (playername).","xxxx",,,,
,,,,,,
"Uriel_date_EastBeach_Intro","East Beach is a place that I really enjoy going to when I get the chance._The rocks here are really interesting to study, and during sunset, it's such a beautiful place.","xxxx",,,,
"Uriel_date_EastBeach_1","I really like looking at the ocean these days._There's something calming about it. I think it's the lack of control I have over it.","xxxx",,,,
"Uriel_date_EastBeach_1A_Option","Huh, never thought of it that way. (Friend)","xxxx",,,,
"Uriel_date_EastBeach_1B_Option","It's freeing, isn't it? (Romance)","xxxx",,,,
"Uriel_date_EastBeach_1A_Response","You should give it a try sometime. I've found it to be relaxing, really.","xxxx",,,,
"Uriel_date_EastBeach_1B_Response","It is . . . it really is. I'm surprised you feel that way, too.","xxxx",,,,
"Uriel_date_EastBeach_Walk_1","I haven't been in a relationship in a really long time. It's why I hesitated a little when you asked me out.","xxxx",,,,
"Uriel_date_EastBeach_Walk_2","I'm a lot like a cut of brisket. Give me a lot of time on low heat and I'll only get more tender. Sorry, I couldn't help myself, ha!","xxxx",,,,
"Uriel_date_EastBeach_Walk_3","It's moments like this that make me thankful I never moved from White Ash Harbor. Meeting you has been delightful.","xxxx",,,,
"Uriel_date_EastBeach_Walk_4","I haven't dated a whole lot. Just never had the time and . . ._I . . . just never thought anyone would want to date, well, me.","xxxx",,,,
"Uriel_date_EastBeach_2A_Option","What are you on about? You are a great catch! (Friend)","xxxx",,,,
"Uriel_date_EastBeach_2B_Option","You make me feel cozy and safe. (Romance)","xxxx",,,,
"Uriel_date_EastBeach_2A_Response","Ha! You really think so, (playername)?","xxxx",,,,
"Uriel_date_EastBeach_2B_Response","I feel the same way about you, (playername)._I think we are on the same page about many things, which is good.","xxxx",,,,
"Uriel_date_EastBeach_Walk_5","I like to think of our relationship as a Beef Wellington._You're never certain what's going on inside until you take a bite, and I can't wait to see if we're a hot mess or a delicious combination.","xxxx",,,,
"Uriel_date_EastBeach_Walk_6","My hands are rather skilled at many things. They're strong and firm, but when I hold your hand, I have to stop myself from holding it too tightly._I like having you close, but I don't want to suffocate you.","xxxx",,,,
"Uriel_date_EastBeach_Walk_End","It's been nice, but after an entire day of cutting meat, my body is exhausted. Can we head back?","xxxx",,,,
"Uriel_date_EastBeach_End","What a lovely time! Thank you for taking me here, I wish we could have stayed longer._I am exhausted and this evening was so relaxing I just feel like passing out! Haha!","xxxx",,,,
,,,,,,
"Uriel_date_DeepWoods_Intro","This place has this chill in the air. I haven't been this deep into the woods before. I'm glad you know the way, because I would've been lost by now.","xxxx",,,,
"Uriel_date_DeepWoods_1","Being here is like being on another planet . . . It's otherworldly.","xxxx",,,,
"Uriel_date_DeepWoods_1A_Option","You can keep me from floating away. (Romance)","xxxx",,,,
"Uriel_date_DeepWoods_1B_Option","It's somewhat peaceful, isn't it? (Friend)","xxxx",,,,
"Uriel_date_DeepWoods_1A_Response","Yeah, if there's one thing about me, it's that I am a piece of ground beef._I tried to stop myself from saying that and then I didn't and now we are here.","xxxx",,,,
"Uriel_date_DeepWoods_1B_Response","It is, it really is. Thanks for bringing me here.","xxxx",,,,
"Uriel_date_DeepWoods_Walk_1","I wonder how old these trees are. They must be hundreds, if not thousands, of years old.","xxxx",,,,
"Uriel_date_DeepWoods_Walk_2","Have you ever carved a name into a tree? I always found the practice a bit odd, but who am I to judge? I carve into dead animals all day.","xxxx",,,,
"Uriel_date_DeepWoods_Walk_3","I sense that there is something here . . . not a living animal but a . . . spirit? But that's impossible, since it's just you and me . . . right?","xxxx",,,,
"Uriel_date_DeepWoods_Walk_4","If there's a plus about being out here, it's that I got to be here with you.","xxxx",,,,
"Uriel_date_DeepWoods_Walk_5","Huh, the cool breeze in here is really nice, (playername).","xxxx",,,,
"Uriel_date_DeepWoods_End","I think I am ready to head home. It's been an intriguing time, but I am getting the heebie jeebies from this place.","xxxx",,,,
,,,,,,
"Uriel_date_LonelyCliffs_Intro","So, here we are. The Lonely Cliffs . . . never thought I would be back here again.","xxxx",,,,
"Uriel_date_LonelyCliffs_1","Yeah, it's got some views, but I don't really like this place. Too many bad memories.","xxxx",,,,
"Uriel_date_LonelyCliffs_1A_Option","What kind of memories? (Friend)","xxxx",,,,
"Uriel_date_LonelyCliffs_1B_Option","I mean, it's not this place's fault. (Friend)","xxxx",,,,
"Uriel_date_LonelyCliffs_1A_Response","The kind I wouldn't talk about on a date.","xxxx",,,,
"Uriel_date_LonelyCliffs_1B_Response",". . . Sure. Fine. Yeah, it's a pretty spot.","xxxx",,,,
"Uriel_date_LonelyCliffs_Walk_1","The wind up here kicks so hard! It really messes with my allergies.","xxxx",,,,
"Uriel_date_LonelyCliffs_Walk_2","I just really want to go home, can we leave?","xxxx",,,,
"Uriel_date_LonelyCliffs_End","Well, this was an . . . experience. Umm, yeah . . . yeah.","xxxx",,,,
,,,,,,
,,,,,,
"101_URIEL_MOVEIN","101_URIEL_MOVEIN",,,,,
,,,,,,
"Uriel_moveIn_general_1","Do you think we can install a walk-in freezer?","xxxx",,,,
"Uriel_moveIn_general_2","I thought I knew you . . . but your knives are dull! I'll sharpen them.","xxxx",,,,
"Uriel_moveIn_general_3","I wonder if Dancing in the Stars is on tonight?","xxxx",,,,
"Uriel_moveIn_general_4","I haven't thought about work once since being home. It's wonderful.","xxxx",,,,
"Uriel_moveIn_general_5","I got New York strips in the fridge for us to have later. Can't wait!","xxxx",,,,
,,,,,,
"Uriel_moveIn_morning_1",,"xxxx",,,,
"Uriel_moveIn_morning_2",,"xxxx",,,,
"Uriel_moveIn_morning_3",,"xxxx",,,,
"Uriel_moveIn_morning_4",,"xxxx",,,,
"Uriel_moveIn_morning_5",,"xxxx",,,,
,,,,,,
"Uriel_moveIn_night_1",,"xxxx",,,,
"Uriel_moveIn_night_2",,"xxxx",,,,
"Uriel_moveIn_night_3",,"xxxx",,,,
"Uriel_moveIn_night_4",,"xxxx",,,,
"Uriel_moveIn_night_5",,"xxxx",,,,
,,,,,,
"Uriel_kids_decline","Oh, I don't want kids. I think they're cute, but I am good.","xxxx",,,,
,,,,,,
,,,,,,
"102_ALOYS","102_ALOYS",,,,,
,,,,,,
"102_ALOYS_ROMANTIC","102_ALOYS_ROMANTIC",,,,,
,,,,,,
"Aloys_romantic_decline","I'm flattered, (playername), but I'm just not that into you. Sorry.","xxxx",,,,
"Aloys_romantic_accept","Hey, yeah, sure! I'd be down to go out some time, definitely.",,,,,
,,,,,,
"Aloys_romantic_like_location","Ah, yeah! That's a solid spot. Let's go!","xxxx",,,,
"Aloys_romantic_neutral_location","Okay, sounds cool.","xxxx",,,,
"Aloys_romantic_dislike_location","Not the biggest fan, but if you want to go, then fine.","xxxx",,,,
"Aloys_romantic_same_location","Greatest hits are nice and all, but we should try someplace new.","xxxx",,,,
,,,,,,
"Aloys_romantic_secondDate_endIntro","I . . . I've really been enjoying our time together, (playername).","xxxx",,,,
"Aloys_romantic_secondDate_relationshipOption","I like you. Do you think . . . 'we' will work? (Romance)","xxxx",,,,
"Aloys_romantic_secondDate_friendsOption","I think we are better off as friends . . . (Friend)","xxxx",,,,
"Aloys_romantic_secondDate_relationshipAccept","OH!_Really?!_Yes!_Yes . . . I mean, cool. _It's been a hot minute since I've felt like this . . . WOOOO!","xxxx",,,,
"Aloys_romantic_secondDate_relationshipDecline","To be honest, I wasn't really that into you. I hope you don't get too hurt by that, but I think you'll find someone. Well, see you around, (playername).","xxxx",,,,
"Aloys_romantic_secondDate_friendsResponse","I was thinking that maybe we could . . . but yeah, it's cool. I'm just happy we can still hang out. Well, see you around, (playername).","xxxx",,,,
,,,,,,
"Aloys_date_Bathhouse_Intro","The Peony Bathhouse . . . it's hard to believe it's open now, but here we are! I love coming here after a long day on the docks.","xxxx",,,,
"Aloys_date_Bathhouse_1","Why did you pick here of all places for our date?","xxxx",,,,
"Aloys_date_Bathhouse_1A_Option","I just thought it was a calming environment. (Friend)","xxxx",,,,
"Aloys_date_Bathhouse_1B_Option","I thought you would like all the machines. (Romance)","xxxx",,,,
"Aloys_date_Bathhouse_1A_Response","Yeah, it's nice. It's why I come here often too.","xxxx",,,,
"Aloys_date_Bathhouse_1B_Response","That's really . . . nice of you. Yeah, I love coming here because: One, I get to look at the engineering heating the place._Two, I get to be as far away as I can be from the docks. And three, well . . . you're here too.","xxxx",,,,
"Aloys_date_Bathhouse_Walk_1","I'm glad you said 'want to be' rather than 'dream of being' because dreams only happen when you're sleeping._'Wanting' something is the start to something great.","xxxx",,,,
"Aloys_date_Bathhouse_Walk_2","When I was a kid, I used to rummage through scrap heaps at the junk markets._I'd find all sorts of useless stuff, but it was cool useless stuff. That kid's dream is what keeps me going even when I am pulling in nets on a fishing boat.","xxxx",,,,
"Aloys_date_Bathhouse_Walk_3","One day . . . one day, I might have enough Credits saved up to apply for the engineering school in Billboard City.","xxxx",,,,
"Aloys_date_Bathhouse_Walk_4","Do you think I'm crazy, (playername)? Chasing after this dream?","xxxx",,,,
"Aloys_date_Bathhouse_2A_Option","Engineering seems difficult. It might be possible? (Friend)","xxxx",,,,
"Aloys_date_Bathhouse_2B_Option","But if you leave . . . I . . . I will miss you, Aloys. (Romance)","xxxx",,,,
"Aloys_date_Bathhouse_2A_Response","It's expensive and difficult to get into the school, and yes . . . not everyone gets to be an engineer these days._This world clearly needs more fishermen than engineers, but one can still hope, right?","xxxx",,,,
"Aloys_date_Bathhouse_2B_Response","Ahaha, you are right, (playername). And yes, I would miss you too._I . . . I just want to be honest about my dreams. I think if we are meant for each other, we will figure something out.","xxxx",,,,
"Aloys_date_Bathhouse_Walk_5","All I want is to share the same space as you. To hold your hand when the rain comes. To hug you when the night gets cold.","xxxx",,,,
"Aloys_date_Bathhouse_Walk_6","I've been able to see so much and I'm still young._I haven't gone far, but not many people can say they've watched the bioluminescent waves at sunset during the winter._I hope we get to see more of the world's treasures together.","xxxx",,,,
"Aloys_date_Bathhouse_Walk_End","Hey, I like being warm and such, but my hands are getting pruney. Let's dry off.","xxxx",,,,
"Aloys_date_Bathhouse_End","Tonight was very good. Very very good. I hope our next date is more of this. Goodnight, (playername).","xxxx",,,,
,,,,,,
"Aloys_date_TownSquare_Intro","You know, I am here often, but it's usually when I'm working._Being able to walk around town without the pressure of a lunch break going late is nice, even if this spot is part of my day-to-day.","xxxx",,,,
"Aloys_date_TownSquare_1","(playername), why did you stick around here? Your restaurant is a success._You could've just trotted back to Billboard City with a feather in your cap.","xxxx",,,,
"Aloys_date_TownSquare_1A_Option","But that would mean we would never meet. (Romance)","xxxx",,,,
"Aloys_date_TownSquare_1B_Option","I like this town and I don't see myself leaving. (Friend)","xxxx",,,,
"Aloys_date_TownSquare_1A_Response","That's smooth, (playername). Pretty damn smooth.","xxxx",,,,
"Aloys_date_TownSquare_1B_Response","I get it, (playername). I said it before, but I meant it, I love this town._If I ever have to leave, it would just be something temporary until I could come back. There is just something special about this place, I totally agree!","xxxx",,,,
"Aloys_date_TownSquare_Walk_1","Let's not walk too close to the docks. I was there all day today and I am not in a rush to go back tomorrow.","xxxx",,,,
"Aloys_date_TownSquare_Walk_2","Your love for this town makes me feel good. Like, I don't feel as crazy for loving this place as much as I do._Sure, it's a small town, but when compared to anywhere else in this world, I think it really is the best place to be.","xxxx",,,,
"Aloys_date_TownSquare_Walk_3","The moderate hustle and bustle of the town is really calming._I can't imagine leaving this place unless . . . never mind.","xxxx",,,,
"Aloys_date_TownSquare_Walk_4","I have been in a few relationships, but this one has me the most excited as to where it could lead. I truly enjoy the time we spend together.","xxxx",,,,
"Aloys_date_TownSquare_Walk_5","My feet are really starting to kill me, but I had a blast being with you, even if my arches are screaming.","xxxx",,,,
"Aloys_date_TownSquare_End","This night on the town will be one for the books and a memory I will hold in my heart.","xxxx",,,,
,,,,,,
"Aloys_date_SouthBeach_Intro","I normally wouldn't have picked a beach seeing as though I see the ocean every day for work, but since I am here with you, maybe it'll be okay.","xxxx",,,,
"Aloys_date_SouthBeach_1","Man, the sea just stank so bad today. It happens during an algae bloom and this one stretched the stench for miles._Still though, you can't beat the sunsets on the water.","xxxx",,,,
"Aloys_date_SouthBeach_1A_Option","I didn�t realize the ocean had 'stinks' other than just fish. (Friend)","xxxx",,,,
"Aloys_date_SouthBeach_1B_Option","It sounds like your workplace has a better view than mine. (Friend)","xxxx",,,,
"Aloys_date_SouthBeach_1A_Response","The ocean is many things, and stinky is one of them.","xxxx",,,,
"Aloys_date_SouthBeach_1B_Response","The weather would change your mind on that subject. There is no worse place to be than on a boat during a rainstorm._Meanwhile, being inside somewhere cozy when it's raining is just the best.","xxxx",,,,
"Aloys_date_SouthBeach_Walk_1","I just really wanted to be a bit further away from where I work all day. Yeah, the ocean is pretty, but a change of scenery is nice.","xxxx",,,,
"Aloys_date_SouthBeach_Walk_2","In the end, fishing is my day job. I'm sorry if I seem short with us being here, but when I'm clocked out I just want to be away from work.","xxxx",,,,
"Aloys_date_SouthBeach_End","It's nice being with you. Sorry for being a tiny bit of a crab today, but I want you to know it's not because of you._I just want to imagine my life with you away from here, that's all.","xxxx",,,,
,,,,,,
"102_ALOYS_MOVEIN","102_ALOYS_MOVEIN",,,,,
,,,,,,
"Aloys_moveIn_general_1","I might need a whole closet just for my hats.","xxxx",,,,
"Aloys_moveIn_general_2","I need to shower off the smell of fish. Be right back.","xxxx",,,,
"Aloys_moveIn_general_3","I like to tinker a bit at home. Think we can set up a shop somewhere?","xxxx",,,,
"Aloys_moveIn_general_4","Hmm, is it a full brim or a cap kind of day today? Full brim.","xxxx",,,,
"Aloys_moveIn_general_5","I'm working on a dish washing bot. Once it isn't breaking plates, I'll set it up.","xxxx",,,,
,,,,,,
"Aloys_moveIn_morning_1",,"xxxx",,,,
"Aloys_moveIn_morning_2",,"xxxx",,,,
"Aloys_moveIn_morning_3",,"xxxx",,,,
"Aloys_moveIn_morning_4",,"xxxx",,,,
"Aloys_moveIn_morning_5",,"xxxx",,,,
,,,,,,
"Aloys_moveIn_night_1",,"xxxx",,,,
"Aloys_moveIn_night_2",,"xxxx",,,,
"Aloys_moveIn_night_3",,"xxxx",,,,
"Aloys_moveIn_night_4",,"xxxx",,,,
"Aloys_moveIn_night_5",,"xxxx",,,,
,,,,,,
"Aloys_kids_decline","Naw, I'm good. I like it just us.","xxxx",,,,
,,,,,,
,,,,,,
"103_HASEL","103_HASEL",,,,,
,,,,,,
"103_HASEL_ROMANTIC","103_HASEL_ROMANTIC",,,,,
,,,,,,
"Hasel_romantic_decline","Love is an odd concept that even humans don't fully understand . . . I don't think I can do that just yet, at least until I get to know you more.","xxxx",,,,
"Hasel_romantic_accept","I too have felt something for a while, I always thought it was a bad bearing, but I guess it's affection.",,,,,
,,,,,,
"Hasel_romantic_like_location","Oh, that sounds like a terrib . . . I mean, terrific time!","xxxx",,,,
"Hasel_romantic_neutral_location","I've heard that is a decent place, so I'm sure it'll be okay.","xxxx",,,,
"Hasel_romantic_dislike_location","Oh wow! I really don't want to go, but since you seem sure, okay.","xxxx",,,,
"Hasel_romantic_same_location","Despite my many glitches, I do remember you taking me there on a date already.","xxxx",,,,
,,,,,,
"Hasel_romantic_secondDate_endIntro","I really have enjoyed our time together._I find my mind doesn't fritz so much when I get to chat with you.","xxxx",,,,
"Hasel_romantic_secondDate_relationshipOption","I feel calmer when I'm with you too. (Romance)","xxxx",,,,
"Hasel_romantic_secondDate_friendsOption","I think we are better off as friends. (Friend)","xxxx",,,,
"Hasel_romantic_secondDate_relationshipAccept","Oh, that makes my brain go 'whirrrrrr' . . . in a good way! I should probably get that adjusted later.","xxxx",,,,
"Hasel_romantic_secondDate_relationshipDecline","Yes . . . I see. Yes, I think we work better as not romantic partners._I did not project a decades-long relationship based on the data from this date to make this decision . . . nope.","xxxx",,,,
"Hasel_romantic_secondDate_friendsResponse","I see . . . That makes sense! If anything, we're just closer friends now!_. . . This works out for both of us! Yay!","xxxx",,,,
,,,,,,
"Hasel_date_LonelyCliffs_Intro","Wow, hey, Boba! Look at the view! I guess these cliffs ARE pretty lonely after all.","xxxx",,,,
"Hasel_date_LonelyCliffs_1","Do you think that you'll ever be accepted here in town as one of their own? Since you're also a fairly new addition to Rash Tight Farther._I mean, White Ash Harbor. I am curious, were you nervous coming here?","xxxx",,,,
"Hasel_date_LonelyCliffs_1A_Option","I was, but you made it go away. (Romance)","xxxx",,,,
"Hasel_date_LonelyCliffs_1B_Option","Maybe one day. I don't think it will be easy. (Friend)","xxxx",,,,
"Hasel_date_LonelyCliffs_1A_Response","I . . . I don't know what to do with that information. . .  Am I, is this nervousness?_But a good kind? Uhhhhhhhhhhhhhh, no, but yes, but no. Yes, I think I like this.","xxxx",,,,
"Hasel_date_LonelyCliffs_1B_Response","Yes, I found them to be. . . surprisingly neutral, when I first came here._Some of the locals weren't too happy to see me. That was a while ago, and since then some of them have even started to smile at me._Progress!","xxxx",,,,
"Hasel_date_LonelyCliffs_Walk_1","When I first met you, I knew there was something special about you._Also, when Chef Casteau told me about you, I was morbidly curious. I mean, very curious about you._I think it was the fact you decided to come here on a whim.","xxxx",,,,
"Hasel_date_LonelyCliffs_Walk_2","Something I've noticed, my verbal hiccups tend to go down when I'm around you. I wonder what hat does that, I mean, why it does that?","xxxx",,,,
"Hasel_date_LonelyCliffs_Walk_3","My model wasn't built to be too complex, but Aloys and Bianca have been giving me upgrades to sense feelings. Right now, here with you, I'm glad to have them.","xxxx",,,,
"Hasel_date_LonelyCliffs_Walk_4","I know my face can't move, but it's mine, and the feelings behind it are mine too._It's why when you asked me out, I was surprised!","xxxx",,,,
"Hasel_date_LonelyCliffs_2A_Option","You are beautiful and amazing, Hasel. (Romance)","xxxx",,,,
"Hasel_date_LonelyCliffs_2B_Option","I've wanted to ever since the first time I met you. (Friend)","xxxx",,,,
"Hasel_date_LonelyCliffs_2A_Response","I . . . ah . . . bzztttt . . . Oh . . . Oh my, (playername). You almost fried my chip there._My power core can't take that kind of excitement! And I feel the same way about you, (playername)!","xxxx",,,,
"Hasel_date_LonelyCliffs_2B_Response","Oh . . . Oh wow! I didn't know you thought about me like that before. I'm . . . I'm, bzzzzttt . . . very flattered. I really am!","xxxx",,,,
"Hasel_date_LonelyCliffs_Walk_5","It's funny . . . no . . . not humorous. When I'm in town, I can feel a bit alone . . . but in a bad way. Out here, I feel alone, but it feels good!","xxxx",,,,
"Hasel_date_LonelyCliffs_Walk_6","Being out here has freed up my brain to think of more wondrous drinks! Being around you and nature has been insipid . . . I mean, inspiring.","xxxx",,,,
"Hasel_date_LonelyCliffs_Walk_End","I think Boba is cold. We should probably start running, I mean, walking back home.","xxxx",,,,
"Hasel_date_LonelyCliffs_End","I haven't heard Boba this calm in a long time! He's usually fidgeting around all day._I think this was a nice change of pace for us. Thank you for bringing us here.","xxxx",,,,
,,,,,,
"Hasel_date_EastBeach_Intro","Ah, yes, a slightly different beach than the one in front of town._I do like this place for its geology and the formations the rocks make._Yes, and now that I am done sounding smart, LOOK AT THIS ROCK IT'S SO PRETTY!","xxxx",,,,
"Hasel_date_EastBeach_1","I really don't understand why people grapple with their existence so much._I wake up everyday and know that I am going to make some amazing drinks for folks._Why is this so hard to grasp?","xxxx",,,,
"Hasel_date_EastBeach_1A_Option","I admire that clarity you have in you. (Romance)","xxxx",,,,
"Hasel_date_EastBeach_1B_Option","Not everyone is excited about their job, Hasel. (Friend)","xxxx",,,,
"Hasel_date_EastBeach_1A_Response","You admire me?! I admire you! You've taken so many risks and I guess it's because you know what you want to do every day, just like me._We're pretty similar then, aren't we?","xxxx",,,,
"Hasel_date_EastBeach_1B_Response","Then don't do that job. I mean, it's that easy. Just stop doing the thing you hate . . . wait, you need money to do things. Ah, I see now.","xxxx",,,,
"Hasel_date_EastBeach_Walk_1","People's family histories are seen as these mysteries waiting to be solved._My family history is inside a PDF manual from my manufacturer on Bianca's tablet._Makes an android feel like their existence is cheap and flat, if I'm honest.","xxxx",,,,
"Hasel_date_EastBeach_Walk_2","I never thought I would be able to have a family of my own until I met you and we could be one. . . wait, is that too forward?_OH NO I THINK IT'S TOO FORWARD!","xxxx",,,,
"Hasel_date_EastBeach_Walk_3","Just disregard my last comment. My software totally hiccuped . . . HAHAHAHA . . .","xxxx",,,,
"Hasel_date_EastBeach_Walk_4","My algorithmic brain is hypothesizing that we have two branches towards the future._Which one we will grow towards, I don't know just yet, but it's been nice just being together with you like this.","xxxx",,,,
"Hasel_date_EastBeach_Walk_5","I think the sand is starting to make my ankle couplings lock up. Can we head back?","xxxx",,,,
"Hasel_date_EastBeach_End","I really enjoyed being here with you._That's what made tonight special, and not the location itself, because even though I love the rain, I don't like having a lot of water in the air around me.","xxxx",,,,
,,,,,,
"Hasel_date_Bathhouse_Intro","I like the teahouse a lot, but my systems do not have a watertight seal._If I am submerged any deeper than my ankles without proper watertight boots then I will cease to function. It's a very pretty place though!","xxxx",,,,
"Hasel_date_Bathhouse_1","I feel a sense of anxiety growing inside of me by being this close to the water. Can I just stay in the teahouse?","xxxx",,,,
