"key","en","fr","ge","sp","ch","jp"
"generic_Lights","Lights","xxxx","1",,,
"generic_Load","Load","xxxx","1",,,
"generic_Local","Local","xxxx","1",,,
"generic_Machines","Machines","xxxx","1",,,
"generic_Mailbox","Mailbox","xxxx","1",,,
"generic_MaitreD","Maitre D","xxxx","2",,,
"generic_no","No","xxxx","1",,,
"generic_NoCompostUsed","No Compost Used","xxxx","3",,,
"generic_NoInventory","Not Enough Inventory Space","xxxx","4",,,
"generic_NoMail","No New Mail","xxxx","3",,,
"generic_None","None","xxxx","1",,,
"generic_Occupation","Occupation","xxxx","1",,,
"generic_OFF","OFF","xxxx","1",,,
"generic_ON","ON","xxxx","1",,,
"generic_Open","Open","xxxx","1",,,
"generic_Party","Party","xxxx","1",,,
"generic_Patience","Patience","xxxx","1",,,
"generic_PickupDrop","Pickup / Drop","xxxx","3",,,
"generic_PossibleDrops","Possible Drops","xxxx","2",,,
"generic_PowerCells","Power Cells","xxxx","2",,,
"generic_progress","Progress","xxxx","1",,,
"generic_Project","Project","xxxx","1",,,
"generic_Purchase","Purchase","xxxx","1",,,
"generic_Quest","Quest","xxxx","1",,,
"generic_Quest_Complete","Quest Complete","xxxx","2",,,
"generic_QuestDescription","Quest Description","xxxx","2",,,
"generic_ReadyToHarvest","Ready to Harvest","xxxx","3",,,
"generic_Refrigerator","Refrigerator","xxxx","1",,,
"generic_Relationship","Relationship","xxxx","1",,,
"generic_RemainingDishes","Remaining Dishes","xxxx","2",,,
"generic_Reputation","Reputation","xxxx","1",,,
"generic_Required","Required","xxxx","1",,,
"generic_Requirements","Requirements","xxxx","1",,,
"generic_ResetCooldown","Reset Cooldown","xxxx","2",,,
"generic_ResetSkills","Reset Skills","xxxx","2",,,
"generic_Resistances","Resistances","xxxx","1",,,
"generic_Resources","Resources","xxxx","1",,,
"generic_Reward","Reward","xxxx","1",,,
"generic_Rewards","Rewards","xxxx","1",,,
"generic_Prestige","Prestige","xxxx","1",,,
"generic_Satisfaction","Satisfaction","xxxx","1",,,
"generic_Save","Save","xxxx","1",,,
"generic_SaveTime","Save Time","xxxx","2",,,
"generic_Seconds","Seconds","xxxx","1",,,
"generic_Seeds","Seeds","xxxx","1",,,
"generic_Sell","Sell","xxxx","1",,,
"generic_ServedDishes","Served Dishes","xxxx","2",,,
"generic_SigningFee","Signing Fee","xxxx","2",,,
"generic_SkillPoints","Skill Points","xxxx","2",,,
"generic_Slot","Save Slot","xxxx","2",,,
"generic_Social","Social","xxxx","1",,,
"generic_Stamina","Stamina","xxxx","1",,,
"generic_Style","Style","xxxx","1",,,
"generic_Takeout","Takeout","xxxx","1",,,
"generic_Today","Today","xxxx","1",,,
"generic_Tools","Tools","xxxx","1",,,
"generic_Tourist","Tourist","xxxx","1",,,
"generic_Verdict","Verdict","xxxx","1",,,
"generic_Waiter","Waiter","xxxx","1",,,
"generic_Waiters","Waiters","xxxx","1",,,
"generic_Warning","Warning","xxxx","1",,,
"generic_Week","Week","xxxx","1",,,
"generic_Year","Year","xxxx","1",,,
"generic_yes","Yes","xxxx","1",,,
,,,"",,,
"season_1","Spring","xxxx","1",,,
"season_2","Summer","xxxx","1",,,
"season_3","Autumn","xxxx","1",,,
"season_4","Winter","xxxx","1",,,
,,,"",,,
"day_1","Monday","xxxx","1",,,
"day_2","Tuesday","xxxx","1",,,
"day_3","Wednesday","xxxx","1",,,
"day_4","Thursday","xxxx","1",,,
"day_5","Friday","xxxx","1",,,
"day_6","Saturday","xxxx","1",,,
"day_7","Sunday","xxxx","1",,,
,,,,,,
"Prestige",,,,,,
,,,,,,
"UI_PrestigeRewards","Prestige Rewards","xxxx","2",,,
"UI_PrestigePowerCells","Power Cells Earned","xxxx","3",,,
"UI_PrestigeSkillPoints","Skill Points Earned","xxxx","3",,,
"UI_SelectRecipesToUnlock","Select Recipe to Unlock","xxxx","4",,,
"UI_SelectRecipe","Select Recipe","xxxx","2",,,
"UI_UnlockedPrestige","Obtained New Prestige!","xxxx","3",,,
"UI_PrestigeUnavailable","Complete Quest : Soft Opening to unlock Prestige.","xxxx","8",,,
"UI_RecipeRewardType","Recipe Reward Type","xxxx","3",,,
,,,,,,
"Prestige_Type_Total_Customers","Serve (amount) Guests.","xxxx","3",,,
"Prestige_Type_Player_Dishes","Prepare (amount) Dishes by yourself.","xxxx","5",,,
"Prestige_Type_Service_Satisfaction","Complete a restaurant service with more than (amount) Customers, and an average Satisfaction of (percent)%.","xxxx","15",,,
"Prestige_Type_Service_DishQuality","Complete a restaurant service with more than (amount) Customers, and an average Dish Quality of (percent)%.","xxxx","16",,,
"Prestige_Type_Service_WaitTime","Complete a restaurant service with more than (amount) Customers, and an average Wait Time less than (time) Minutes.","xxxx","18",,,
"Prestige_Type_Service_Profit","Earn a Profit of (amount) Credits in a single service.","xxxx","10",,,
"Prestige_Type_Service_Revenue","Earn a Total Revenue of over (amount) Credits in a single service.","xxxx","12",,,
"Prestige_Type_Total_Awards_Single","Receive any Restaurant Award.","xxxx","4",,,
"Prestige_Type_Total_Awards","Receive at least (amount) Restaurant Awards.","xxxx","6",,,
"Prestige_Type_Decor_Value","Complete a service with at least (amount) Decor Value.","xxxx","9",,,
"Prestige_Type_Advanced_Dishes","Complete a restaurant service with a menu containing (amount) Dishes that use (ingredients) or more Ingredients each.","xxxx","17",,,
"Prestige_Type_PerfectDishes","Complete a restaurant service serving at least (amount) Dishes with Dish Qualities over 100%.","xxxx","14",,,
,,,,,,
"Community Project",,,,,,
,,,,,,
"Project_Calendar_Name","Birthday Calendar","xxxx","2",,,
"Project_Calendar_Description","Build a community calendar to keep track of birthdays and town events.","xxxx","12",,,
"Project_Storage_1_Name","Community Chest Level 1","xxxx","4",,,
"Project_Storage_1_Description","Build a community storage unit for locals to store valuables. Increase storage slots from (current) to (new).","xxxx","17",,,
"Project_Storage_2_Name","Community Chest Level 2","xxxx","4",,,
"Project_Storage_2_Description","Expand the community storage unit. Increase storage slots from (current) to (new).","xxxx","12",,,
"Project_Storage_3_Name","Community Chest Level 3","xxxx","4",,,
"Project_Storage_3_Description","Expand the community storage unit. Increase storage slots from (current) to (new).","xxxx","12",,,
"Project_Storage_4_Name","Community Chest Level 4","xxxx","4",,,
"Project_Storage_4_Description","Expand the community storage unit. Increase storage slots from (current) to (new).","xxxx","12",,,
"Project_Cute_Furniture_Name","New Furniture Store","xxxx","3",,,
"Project_Cute_Furniture_Description","Repair the empty shop space inside Hotel Rose to make room for a new furniture shop.","xxxx","16",,,
"Project_Rec_Center_Name","Rec Center","xxxx","2",,,
"Project_Rec_Center_Description","Repair the empty building by the docks to build a Rec Center for White Ash Harbor.","xxxx","16",,,
"Project_Barber_Shop_Name","Barber Shop","xxxx","2",,,
"Project_Barber_Shop_Description","Fix the shop space beside Hotel Rose to make room for a new Barber Shop.","xxxx","15",,,
"Project_Mines_Iron_Name","Iron Mines","xxxx","2",,,
"Project_Mines_Iron_Description","Clear the blockage to access the Iron Mines inside the southern beach caves.","xxxx","13",,,
"Project_Mines_Copper_Name","Copper Mines","xxxx","2",,,
"Project_Mines_Copper_Description","Clear the blockage to access the Copper Mines inside the southern beach caves.","xxxx","13",,,
"Project_Mines_Quartz_Name","Quartz Mines","xxxx","2",,,
"Project_Mines_Quartz_Description","Clear the blockage to access the Quartz Mines inside the southern beach caves.","xxxx","13",,,
"Project_Mines_Emerald_Name","Emerald Mines","xxxx","2",,,
"Project_Mines_Emerald_Description","Clear the blockage to access the Emerald Mines inside the southern beach caves.","xxxx","13",,,
"Project_Trade_Route_Name","LELSH Silver","xxxx","2",,,
"Project_Trade_Route_Description","Help the town purchase a LELSH trade membership. Chance for Legendary Ingredients to appear in shops.","xxxx","16",,,
,,,,,,
"Project_Status_None","Project Available","xxxx","2",,,
"Project_Status_Completed","Project Complete","xxxx","2",,,
"Project_Status_Requirements_Not_Met","Not Available","xxxx","2",,,
"Project_Status_Not_Enough_Points","Not Enough Points","xxxx","3",,,
,,,,,,
"Project_Length_OneDay","Length : 1 Day","xxxx","4",,,
"Project_Length_Days","Length : (days) Days","xxxx","4",,,
"Project_Days_Remaining","(days) Days Remaining","xxxx","3",,,
"Project_OneDay_Remaining","1 Day Remaining","xxxx","3",,,
"Project_Wait","Wait for current project to complete.","xxxx","6",,,
,,,,,,
"UI_PointsRequired","Points Required :","xxxx","3",,,
"UI_NoActiveProject","No Active Projects","xxxx","3",,,
"UI_SelectProjectToView","Select a project to view additional information.","xxxx","7",,,
"UI_BeginProject","Begin Project?","xxxx","2",,,
"UI_InProgress","In Progress","xxxx","2",,,
"UI_WeeklyDonationLimit","Weekly Donation Limit","xxxx","3",,,
,,,,,,
"cityhall_nextProject","Next Project","xxxx","2",,,
"cityhall_contributions_progress","View Progress","xxxx","2",,,
"cityhall_contributions_credits","Contribute Credits","xxxx","2",,,
"cityhall_contributions_resources","Contribute Resources","xxxx","2",,,
,,,,,,
,,,,,,
"QUESTS",,,,,,
,,,,,,
"Quest_Type_0","Collect Items :","xxxx","3",,,
"Quest_Type_1","Deliver parcel to the train station post office.","xxxx","8",,,
"Quest_Type_2","Prepare takeout dish :","xxxx","4",,,
"Quest_Type_3","Hunt :","xxxx","2",,,
"Quest_Type_4","Talk to :","xxxx","3",,,
"Quest_Type_5","Travel to :","xxxx","3",,,
"Quest_Type_6","Purchase Upgrade : ","xxxx","3",,,
"Quest_Type_7","Restaurant Reputation :","xxxx","3",,,
"Quest_Type_Event_WhiteAshHarbor","Host the event in one of your White Ash Harbor restaurants.","xxxx","11",,,
"Quest_Type_Event_BillboardCity","Host the event in one of your Billboard City restaurants.","xxxx","10",,,
,,,"",,,
,,,"",,,
"Quest_Description_ParcelCo","Deliver To Parcel Co","xxxx","4",,,
"Quest_Description_HostParty","Host Party Within (hoursRemaining) Hours","xxxx","5",,,
"Quest_Description_EventInProgress","Event In Progress","xxxx","3",,,
,,,"",,,
,,,"",,,
,,,"",,,
"QUEST REWARDS",,,"",,,
,,,"",,,
"Quest_Reward_Intro","Reward :","xxxx","2",,,
"Quest_Reward_Daily_None","None","xxxx","1",,,
"Quest_Reward_Daily_Credits","Credits","xxxx","1",,,
"Quest_Reward_Daily_PowerCells","Power Cells","xxxx","2",,,
"Quest_Reward_Daily_Ingredients","Random Ingredient","xxxx","2",,,
"Quest_Reward_Daily_Equipment","Random Equipment","xxxx","2",,,
"Quest_Reward_Daily_GiftItem","Random Gift Item","xxxx","3",,,
"Quest_Reward_Daily_Furniture","Random Furniture Item","xxxx","3",,,
"Quest_Reward_Daily_Recipe","Random Recipe Item","xxxx","3",,,
"Quest_Reward_Daily_Tool","Random Tool Item","xxxx","3",,,
"Quest_Reward_Daily_Unlock","Unlock Restaurant","xxxx","2",,,
"Quest_Reward_Daily_Material","Random Material Item","xxxx","3",,,
"Quest_Reward_Daily_Seed","Random Seed Item","xxxx","3",,,
"Quest_Reward_Daily_UniqueRare","Unique Rare Item","xxxx","3",,,
"Quest_Reward_Daily_UniqueEpic","Unique Epic Item","xxxx","3",,,
"Quest_Reward_Daily_UniqueLegendary","Unique Legendary Item","xxxx","3",,,
"Quest_Reward_Daily_VariousItems","Various Items","xxxx","2",,,
,,,"",,,
"Quest_Reward_Standard_None","None","xxxx","1",,,
"Quest_Reward_Standard_Credits","Credits","xxxx","1",,,
"Quest_Reward_Standard_PowerCells","Power Cells","xxxx","2",,,
"Quest_Reward_Standard_Ingredients","Ingredients","xxxx","1",,,
"Quest_Reward_Standard_Equipment","Equipment","xxxx","1",,,
"Quest_Reward_Standard_GiftItem","Gift Item","xxxx","2",,,
"Quest_Reward_Standard_Furniture","Furniture","xxxx","1",,,
"Quest_Reward_Standard_Recipe","Recipe","xxxx","1",,,
"Quest_Reward_Standard_Tool","Tool","xxxx","1",,,
"Quest_Reward_Standard_Unlock","Unlock Restaurant","xxxx","2",,,
"Quest_Reward_Standard_Material","Material","xxxx","1",,,
"Quest_Reward_Standard_Seed","Seed","xxxx","1",,,
"Quest_Reward_Standard_UniqueRare","Unique Rare Item","xxxx","3",,,
"Quest_Reward_Standard_UniqueEpic","Unique Epic Item","xxxx","3",,,
"Quest_Reward_Standard_UniqueLegendary","Unique Legendary Item","xxxx","3",,,
"Quest_Reward_Standard_VariousItems","Various Items","xxxx","2",,,
,,,"",,,
,,,"",,,
"QUESTS DESCRIPTIONS",,,"",,,
,,,"",,,
"Quest_Title_Collect_Ingredient_1","(npc)'s Special Snack","xxxx","3",,,
"Quest_Description_Collect_Ingredient_1","(npc) is hosting a party and requires ingredients to make a special snack. ","xxxx","13",,,
"Quest_Title_Collect_Ingredient_2","A Dish For (npc)'s Friend","xxxx","5",,,
"Quest_Description_Collect_Ingredient_2","(npc) wants to cook a dish for a friend and (pronoun_D) wants you to find a special ingredient.","xxxx","18",,,
"Quest_Title_Collect_Ingredient_3","(npc)'s Culinary Experiment","xxxx","3",,,
"Quest_Description_Collect_Ingredient_3","(npc) wants to try out a new dish and requires some ingredients.","xxxx","12",,,
,,,"",,,
"Quest_Title_Collect_Misc_1","(npc)'s Present","xxxx","2",,,
"Quest_Description_Collect_Misc_1","(npc) is making a present for a friend and needs a rare item to finish (pronoun_P) project.","xxxx","17",,,
"Quest_Title_Collect_Misc_2","(npc) the Collector","xxxx","3",,,
"Quest_Description_Collect_Misc_2","Collect a rare item to add to (npc)'s collection.","xxxx","9",,,
"Quest_Title_Collect_Misc_3","(npc)'s Gift for a Pen Pal","xxxx","6",,,
"Quest_Description_Collect_Misc_3","(npc) wants to make a gift for a friend in Billboard City and (pronoun_D) needs a special item to create it.","xxxx","21",,,
,,,"",,,
"Quest_Title_Cook_1","Craving for a (dishname)","xxxx","4",,,
"Quest_Description_Cook_1","(npc) is craving your restaurant's (dishname). Prepare a takeout order for (npc).","xxxx","12",,,
"Quest_Title_Cook_2","(npc)'s Outdoor Snack","xxxx","3",,,
"Quest_Description_Cook_2","(npc) wants to spend the day relaxing, but (pronoun_D) cannot do it without your famous (dishname).","xxxx","16",,,
"Quest_Title_Cook_3","(dishname) for the Beach","xxxx","4",,,
"Quest_Description_Cook_3","(npc) wants to spend a day at the beach, and hopes to have your famous (dishname) to accompany (pronoun_P).","xxxx","19",,,
"Quest_Title_Cook_4","(npc)'s Party Centerpiece","xxxx","3",,,
"Quest_Description_Cook_4","(npc) is hosting a small party and would really love an order of your (dishname).","xxxx","15",,,
"Quest_Title_Cook_5","(npc)'s Hiking Snack","xxxx","3",,,
"Quest_Description_Cook_5","(npc) is going up for a hike in the mountains and would like an order of your famous (dishname).","xxxx","19",,,
,,,"",,,
"Quest_Title_Deliver_1","(npc)'s Care Package","xxxx","3",,,
"Quest_Description_Deliver_1","(npc) wants to send a care package to (pronoun_P) family in Billboard City. ","xxxx","13",,,
"Quest_Title_Deliver_2","(npc) the Good Samaritan","xxxx","4",,,
"Quest_Description_Deliver_2","Help deliver (npc)'s parcel of clothes for the children's shelter. What a good samaritan!","xxxx","14",,,
"Quest_Title_Deliver_3","Omozone VS. (npc)","xxxx","3",,,
"Quest_Description_Deliver_3","(npc) needs help returning (pronoun_P) Omozone order, which was damaged during shipping.","xxxx","12",,,
"Quest_Title_Deliver_4","Santa's Real Name is (npc)","xxxx","5",,,
"Quest_Description_Deliver_4","(npc) has made a gift-wrapped present for (pronoun_P) idol in Billboard City.","xxxx","12",,,
"Quest_Title_Deliver_5","Delivery for (npc)'s Secret Pen Pal","xxxx","6",,,
"Quest_Description_Deliver_5","Help deliver (npc)'s wrapped gift to a pen pal in Billboard City. Who could it be?","xxxx","16",,,
,,,"",,,
"Quest_Title_Hunt_Crab_1","Scared of Pincers","xxxx","3",,,
"Quest_Description_Hunt_Crab_1","(animal)s are swarming the beaches of White Ash Harbor. Reduce their population and keep them away from beachgoers.","xxxx","18",,,
"Quest_Title_Hunt_Crab_2","(animal)s in my Basement","xxxx","4",,,
"Quest_Description_Hunt_Crab_2","(animal)s have been venturing past the beach boundary and have snuck into peoples' homes. Drive back the (animal) invasion.","xxxx","19",,,
"Quest_Title_Hunt_Boar_1","Plants VS. Boars","xxxx","3",,,
"Quest_Description_Hunt_Boar_1","(animal)s have been ravaging the countryside and are damaging the local farms. Hunt (animal)s to protect the crops.","xxxx","18",,,
"Quest_Title_Hunt_Boar_2","Attack of the Boars","xxxx","4",,,
"Quest_Description_Hunt_Boar_2","Recently, tourists have been attacked and injured by enraged (animal)s. Reduce their population to prevent further attacks.","xxxx","17",,,
"Quest_Title_Hunt_Elk_1","A Painful Headbutt","xxxx","3",,,
"Quest_Description_Hunt_Elk_1","(animal)s have been ambushing people in the deep woods without warning. Defeat (animal)s to prevent more attacks.","xxxx","17",,,
"Quest_Title_Hunt_Elk_2","(npc)'s Hunting Challenge.","xxxx","3",,,
"Quest_Description_Hunt_Elk_2","(npc) wants to make a bet with an experienced hunter. Defeat (animal)s within the time limit to win a prize.","xxxx","20",,,
"Quest_Title_Hunt_Pheasant_1","Those Pesky Pheasants","xxxx","3",,,
"Quest_Description_Hunt_Pheasant_1","(animal)s are destroying the crops in Takashi Farms. Reduce their population to protect the crops.","xxxx","15",,,
"Quest_Title_Hunt_Pheasant_2","(npc)'s Hunting Challenge.","xxxx","3",,,
"Quest_Description_Hunt_Pheasant_2","(npc) wants to make a bet with an experienced hunter. Hunt (animal)s within the time limit to win a prize.","xxxx","20",,,
,,,"",,,
"Quest_Title_Party_1","(npc)'s Secret Party","xxxx","3",,,
"Quest_Description_Party_1","(npc) wants to host a fun little party for (pronoun_P) friends in White Ash Harbor. ","xxxx","15",,,
"Quest_Title_Party_2","Celebrity Fan Club","xxxx","3",,,
"Quest_Description_Party_2","(npc) is hosting a fan party for a famous musician, and wants a cozy setting with good food and drinks.","xxxx","20",,,
"Quest_Title_Party_3","(npc)'s Weekend BBQ","xxxx","3",,,
"Quest_Description_Party_3","It's the weekend, which means it's the perfect time for a big BBQ to celebrate. (npc) needs a lively setting with a great meat menu.","xxxx","25",,,
"Quest_Title_Party_4","(npc)'s Geeks Meetup","xxxx","3",,,
"Quest_Description_Party_4","(npc) wants to host a meetup to chat about all things technology and gaming. Provide a suitable setting for (pronoun_P) guests to enjoy themselves.","xxxx","24",,,
"Quest_Title_Party_5","(npc)'s Birthday Party","xxxx","3",,,
"Quest_Description_Party_5","It's (npc)'s birthday. (pronoun_D) would love to party the day away and drink away (pronoun_P) sorrows and regrets.","xxxx","18",,,
"Quest_Title_Party_6","(npc)'s Very Polite Party","xxxx","4",,,
"Quest_Description_Party_6","It's (npc)'s turn to host a gathering for the Polite Society. (npc) politely requests an elegant setting with some comfort foods.","xxxx","21",,,
"Quest_Title_Party_7","Craving for a Feast","xxxx","4",,,
"Quest_Description_Party_7","(npc) is hungry and wants to have a big feast for (pronoun_F) and (pronoun_P) family. Create a grand feast for (npc).","xxxx","21",,,
"Quest_Title_Party_8","Cupcake Party","xxxx","2",,,
"Quest_Description_Party_8","(npc) loves sweets wants to invite (pronoun_P) friends for a cozy tea party.","xxxx","13",,,
"Quest_Title_Party_9","Fishmonger's Party","xxxx","2",,,
"Quest_Description_Party_9","(npc) wants to host a seafood feast for (pronoun_P) fellow fishermen. Create a lively feast centered around seafood.","xxxx","18",,,
"Quest_Title_Party_10","Delightfully Vegan","xxxx","2",,,
"Quest_Description_Party_10","(npc) would like to have a party for (pronoun_P) vegan friends. Ideally, this party would be hosted in a room with a modern decor.","xxxx","24",,,
"Quest_Title_Party_11","(npc) & the Frozen Food Fanatics","xxxx","6",,,
"Quest_Description_Party_11","The Frozen Fanatics are an elite culinary group that travel around the globe to eat frozen foods. (npc) is a member and it's (pronoun_P) turn to host their next gathering.","xxxx","30",,,
"Quest_Title_Party_12","(npc)'s Private Meal.","xxxx","3",,,
"Quest_Description_Party_12","(npc) has been feeling down lately and would to to enjoy a private meal at one of your restaurants.","xxxx","19",,,
"Quest_Title_Party_13","Wine Connoisseur or Alcoholic?",,"4",,,
"Quest_Description_Party_13","(npc) would like to host a cocktail party for (pronoun_P) fellow amateur alcohol connoisseurs. Provide a nice drink menu and a hip setting.",,"23",,,
,,,"",,,
,,,"",,,
"Quest_DailyTask_RequirementsMet","Return to (npc) to claim your reward.","xxxx","7",,,
,,,"",,,
,,,"",,,
"EVENT UI TEXT",,,"",,,
,,,"",,,
"critic_host","Critic :","xxxx","2",,,
"event_host","Host :","xxxx","2",,,
"event_guestNumber","Total Guests :","xxxx","3",,,
"event_foodType","Food :","xxxx","2",,,
"event_decorStyle","Decor :","xxxx","2",,,
"event_music","Music :","xxxx","2",,,
"event_stage","Requires Stage :","xxxx","3",,,
,,,"",,,
"event_music_None","None","xxxx","1",,,
"event_music_Flexible","Flexible","xxxx","1",,,
,,,"",,,
"event_music_None","None","xxxx","1",,,
"event_music_Flexible","Flexible","xxxx","1",,,
,,,"",,,
"event_complete","Event Complete!","xxxx","2",,,
"event_failed","Event Failed!","xxxx","2",,,
"event_Celebrity_Title","Celebrity Encounter","xxxx","2",,,
"event_Celebrity_Description","Celebrity (firstName) (lastName) has visited your restaurant.","xxxx","7",,,
,,,"",,,
,,,"",,,
"STYLES",,,"",,,
,,,"",,,
"style_None","Any","xxxx","1",,,
