"key","en","fr","ge","sp","ch","jp"
"WildRice_Description","这是亚洲美食的主食。我应该用镰刀来收割它。","xxxx",,,,
,,,,,,
"WildSpinach_Name","野生菠菜","xxxx",,,,
"WildSpinach_Description","营养又健康，不过风味欠佳","xxxx",,,,
,,,,,,
,,,,,,
,,,,,,
"FARMED PLANTS","种植植物",,,,,
,,,,,,
"BarleyPlant_Name","大麦植株","xxxx",,,,
"BarleyPlant_Description","常见谷物，用途广泛","xxxx",,,,
,,,,,,
"CacaoTree_Name","可可树","xxxx",,,,
"CacaoTree_Description","这些形状奇特的豆子里蕴含着巧克力的精华。","xxxx",,,,
,,,,,,
"CinnamonTree_Name","肉桂树","xxxx",,,,
"CinnamonTree_Description","一旦完全长成，就可以剥掉树皮来制作肉桂皮。","xxxx",,,,
,,,,,,
"CoconutTree_Name","椰子树","xxxx",,,,
"CoconutTree_Description","椰子生长需要大量阳光","xxxx",,,,
,,,,,,
"CoffeePlant_Name","咖啡树","xxxx",,,,
"CoffeePlant_Description","充足、稳定、免费的咖啡来源","xxxx",,,,
,,,,,,
"GingerPlant_Name","姜科植物","xxxx",,,,
"GingerPlant_Description","这种开花植物具有独特的芳香气味。","xxxx",,,,
,,,,,,
"Grapevine_Name","葡萄","xxxx",,,,
"Grapevine_Description","葡萄酒在朝你招手。","xxxx",,,,
,,,,,,
"LemonTree_Name","柠檬树","xxxx",,,,
"LemonTree_Description","重铸柠檬水荣光，我辈义不容辞。","xxxx",,,,
,,,,,,
"OnionPlant_Name","洋葱","xxxx",,,,
"OnionPlant_Description","常见食材，生长周期短。","xxxx",,,,
,,,,,,
"OrangeTree_Name","橙子树","xxxx",,,,
"OrangeTree_Description","橙子成长需要充足光照。","xxxx",,,,
,,,,,,
"PineapplePlant_Name","菠萝植株","xxxx",,,,
"PineapplePlant_Description","它看上去到处都是尖锐的东西……最好小心一点。","xxxx",,,,
,,,,,,
"PotatoPlant_Name","马铃薯植株","xxxx",,,,
"PotatoPlant_Description","土豆仍然是大多数文化中不可或缺的菜肴。","xxxx",,,,
,,,,,,
"TomatoPlant_Name","番茄植株","xxxx",,,,
"TomatoPlant_Description","意式披萨的基石。","xxxx",,,,
,,,,,,
"TwistedTree_Name","扭根树","xxxx",,,,
"TwistedTree_Description","这些根以意想不到的方式缠绕在一起。","xxxx",,,,
,,,,,,
"VanillaPlant_Name","香草植物","xxxx",,,,
"VanillaPlant_Description","闻起来非常甜美且芳香。","xxxx",,,,
,,,,,,
"WheatPlant_Name","小麦植株","xxxx",,,,
"WheatPlant_Description","糕点界鼻祖。","xxxx",,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"INGREDIENTS","成果",,,,,
,,,,,,
"Aperol_Ingredient_Name","阿佩罗利口酒","xxxx",,,,
"Aperol_Ingredient_Description","一种亮橙色的酒。","xxxx",,,,
,,,,,,
"Asparagus_Ingredient_Name","芦笋","xxxx",,,,
"Asparagus_Ingredient_Description","绿色嫩芽蔬菜的味道比外观更佳。","xxxx",,,,
,,,,,,
"Baijiu_Ingredient_Name","白酒","xxxx",,,,
"Baijiu_Ingredient_Description","澄澈如水，酒桌文化的座上宾。","xxxx",,,,
,,,,,,
"Banana_Ingredient_Name","香蕉","xxxx",,,,
"Banana_Ingredient_Description","巴拉巴拉芭娜娜！","xxxx",,,,
,,,,,,
"Barley_Ingredient_Name","大麦","xxxx",,,,
"Barley_Ingredient_Description","这种谷物可用于酿酒。","xxxx",,,,
,,,,,,
"Beer_Ingredient_Name","啤酒","xxxx",,,,
"Beer_Ingredient_Description","夏日必备！","xxxx",,,,
,,,,,,
"BellPepper_Ingredient_Name","甜椒","xxxx",,,,
"BellPepper_Ingredient_Description","一种温和辣椒的黄色变种。","xxxx",,,,
,,,,,,
"Blueberry_Ingredient_Name","蓝莓","xxxx",,,,
"Blueberry_Ingredient_Description","深蓝色的小家伙，健康美味。","xxxx",,,,
,,,,,,
"BoarMeat_Ingredient_Name","野猪肉","xxxx",,,,
"BoarMeat_Ingredient_Description","比家养的更精瘦，更美味。","xxxx",,,,
,,,,,,
"Brandy_Ingredient_Name","白兰地酒","xxxx",,,,
"Brandy_Ingredient_Description","由葡萄酒蒸而成，酒色金黄。","xxxx",,,,
,,,,,,
"Cachaca_Ingredient_Name","朗姆酒","xxxx",,,,
"Cachaca_Ingredient_Description","一种由甘蔗汁制成的酒，在巴西很流行。","xxxx",,,,
,,,,,,
"Caviar_Ingredient_Name","鱼子酱","xxxx",,,,
"Caviar_Ingredient_Description","这种备受追捧的美味只能在鲟鱼中找到。","xxxx",,,,
,,,,,,
"Cheese_Ingredient_Name","奶酪","xxxx",,,,
"Cheese_Ingredient_Description","洞洞就是奶酪的灵魂","xxxx",,,,
,,,,,,
"Cherry_Ingredient_Name","樱桃","xxxx",,,,
"Cherry_Ingredient_Description","美味的红色水果，但不耐储存","xxxx",,,,
,,,,,,
"Chili_Ingredient_Name","辣椒","xxxx",,,,
"Chili_Ingredient_Description","吃的时候悠着点吧。","xxxx",,,,
,,,,,,
"Cider_Ingredient_Name","苹果甜酒","xxxx",,,,
"Cider_Ingredient_Description","苹果汁发酵饮品。","xxxx",,,,
,,,,,,
"Cinnamon_Ingredient_Name","肉桂皮","xxxx",,,,
"Cinnamon_Ingredient_Description","香气袭人！","xxxx",,,,
,,,,,,
"Clam_Ingredient_Name","蛤","xxxx",,,,
"Clam_Ingredient_Description","赶海就抓它！","xxxx",,,,
,,,,,,
"CocoaBean_Ingredient_Name","可可豆","xxxx",,,,
"CocoaBean_Ingredient_Description","巧克力的原料","xxxx",,,,
,,,,,,
"Coconut_Ingredient_Name","椰子","xxxx",,,,
"Coconut_Ingredient_Description","先想办法把他打开","xxxx",,,,
,,,,,,
"CoffeeBeans_Ingredient_Name","咖啡豆","xxxx",,,,
"CoffeeBeans_Ingredient_Description","你喜欢手冲还是速溶？","xxxx",,,,
,,,,,,
"CrabMeat_Ingredient_Name","蟹肉","xxxx",,,,
"CrabMeat_Ingredient_Description","“我作为食材的可能是无限的”","xxxx",,,,
,,,,,,
"Cranberry_Ingredient_Name","蔓越莓","xxxx",,,,
"Cranberry_Ingredient_Description","只要不生吃，怎么都好吃","xxxx",,,,
,,,,,,
"Cream_Ingredient_Name","奶油","xxxx",,,,
"Cream_Ingredient_Description","淡奶油可以使食物更加丝滑，打发奶油则可以装饰或夹心","xxxx",,,,
,,,,,,
"DaikonRadish_Ingredient_Name","白萝卜","xxxx",,,,
"DaikonRadish_Ingredient_Description","一种营养丰富的根类蔬菜，在亚洲美食中很受欢迎。","xxxx",,,,
,,,,,,
"DarkChocolate_Ingredient_Name","黑巧克力","xxxx",,,,
"DarkChocolate_Ingredient_Description","非常苦的但值得一试","xxxx",,,,
,,,,,,
"Egg_Ingredient_Name","鸡蛋","xxxx",,,,
"Egg_Ingredient_Description","哪一个先出现？","xxxx",,,,
,,,,,,
"Eggplant_Ingredient_Name","圆茄子","xxxx",,,,
"Eggplant_Ingredient_Description","球状、皮薄、果实——是浆果没错了","xxxx",,,,
,,,,,,
"Elderberries_Ingredient_Name","接骨木果","xxxx",,,,
"Elderberries_Ingredient_Description","做成果酱更好吃","xxxx",,,,
,,,,,,
"ElkRib_Ingredient_Name","麋鹿肋排","xxxx",,,,
"ElkRib_Ingredient_Description","具有牛肉般的味道，并带有坚果的味道。","xxxx",,,,
,,,,,,
"Flour_Ingredient_Name","面粉","xxxx",,,,
"Flour_Ingredient_Description","糕点界鼻祖","xxxx",,,,
,,,,,,
"Ginger_Ingredient_Name","姜","xxxx",,,,
"Ginger_Ingredient_Description","肉类模仿大赛第一名","xxxx",,,,
,,,,,,
"Ginseng_Ingredient_Name","人参","xxxx",,,,
"Ginseng_Ingredient_Description","大补！","xxxx",,,,
,,,,,,
"Grapes_Ingredient_Name","葡萄","xxxx",,,,
"Grapes_Ingredient_Description","它的味道甜而酸。你可以用它酿酒。","xxxx",,,,
,,,,,,
"Honeycomb_Ingredient_Name","蜜脾","xxxx",,,,
"Honeycomb_Ingredient_Description","小熊维尼你不要过来啊。","xxxx",,,,
,,,,,,
"Lemon_Ingredient_Name","柠檬","xxxx",,,,
"Lemon_Ingredient_Description","超酸的！","xxxx",,,,
,,,,,,
"Lettuce_Ingredient_Name","生菜","xxxx",,,,
"Lettuce_Ingredient_Description","非常适合沙拉和汉堡。","xxxx",,,,
,,,,,,
"Lobster_Ingredient_Name","龙虾","xxxx",,,,
"Lobster_Ingredient_Description","它的壳很厚。","xxxx",,,,
,,,,,,
"Mango_Ingredient_Name","芒果","xxxx",,,,
"Mango_Ingredient_Description","美味的热带水果。","xxxx",,,,
,,,,,,
"Mead_Ingredient_Name","蜂蜜酒","xxxx",,,,
"Mead_Ingredient_Description","由发酵的蜂蜜水制成的金色酒。","xxxx",,,,
,,,,,,
"Milk_Ingredient_Name","牛奶","xxxx",,,,
"Milk_Ingredient_Description","所有菜肴中的主要配料。奶香味十足！","xxxx",,,,
,,,,,,
"MintLeaf_Ingredient_Name","薄荷叶","xxxx",,,,
"MintLeaf_Ingredient_Description","春天的气息","xxxx",,,,
,,,,,,
"Mushroom_Ingredient_Name","蘑菇","xxxx",,,,
"Mushroom_Ingredient_Description","这是一种棕色的蘑菇。","xxxx",,,,
,,,,,,
"Onion_Ingredient_Name","洋葱","xxxx",,,,
"Onion_Ingredient_Description","许多菜肴的重要原料之一","xxxx",,,,
,,,,,,
"Orange_Ingredient_Name","橙子","xxxx",,,,
"Orange_Ingredient_Description","《坏血病疗法》","xxxx",,,,
,,,,,,
"Pumpkin_Ingredient_Name","南瓜","xxxx",,,,
"Pumpkin_Ingredient_Description","“不给糖果就捣蛋！”","xxxx",,,,
,,,,,,
"Potato_Ingredient_Name","土豆","xxxx",,,,
"Potato_Ingredient_Description","“我就是饿死，死外面，也绝对不会吃你一口！”“真香”","xxxx",,,,
,,,,,,
"Raki_Ingredient_Name","拉克酒","xxxx",,,,
"Raki_Ingredient_Description","茴香味开胃酒，土耳其“国酒”","xxxx",,,,
,,,,,,
"Raspberry_Ingredient_Name","树莓","xxxx",,,,
"Raspberry_Ingredient_Description","甜点常客","xxxx",,,,
,,,,,,
"Pineapple_Ingredient_Name","菠萝","xxxx",,,,
"Pineapple_Ingredient_Description","“请不要放在披萨上”","xxxx",,,,
,,,,,,
"RawPheasant_Ingredient_Name","野鸡肉","xxxx",,,,
"RawPheasant_Ingredient_Description","家鸡的古老亲戚。","xxxx",,,,
,,,,,,
"PheasantStock_Ingredient_Name","野鸡高汤","xxxx",,,,
"PheasantStock_Ingredient_Description","野鸡、蔬菜、香料等慢炖而成","xxxx",,,,
,,,,,,
"Pumpkin_Ingredient_Name","南瓜","xxxx",,,,
"PheasantStock_Ingredient_Description","“不给糖果就捣蛋！”","xxxx",,,,
,,,,,,
"RedApple_Ingredient_Name","红苹果","xxxx",,,,
"RedApple_Ingredient_Description","一天一个苹果，医生远离我！","xxxx",,,,
,,,,,,
"RedWine_Ingredient_Name","红葡萄酒","xxxx",,,,
"RedWine_Ingredient_Description","葡萄酿制品","xxxx",,,,
,,,,,,
"RancidAlcohol_Ingredient_Name","变质的酒","xxxx",,,,
"RancidAlcohol_Ingredient_Description","失败品，已经变质了","xxxx",,,,
,,,,,,
"Rum_Ingredient_Name","朗姆酒","xxxx",,,,
"Rum_Ingredient_Description","源自甘蔗的流行酒精。","xxxx",,,,
,,,,,,
"Saffron_Ingredient_Name","藏红花","xxxx",,,,
"Saffron_Ingredient_Description","这是地球上最昂贵的香料。它只存在于稀有的番红花中。","xxxx",,,,
,,,,,,
"Sake_Ingredient_Name","清酒","xxxx",,,,
"Sake_Ingredient_Description","近乎百搭的日本米酒。干杯！","xxxx",,,,
,,,,,,
"Salmon_Ingredient_Name","三文鱼","xxxx",,,,
"Salmon_Ingredient_Description","常见的鱼。可制成多种菜肴。","xxxx",,,,
,,,,,,
"SalmonRoe_Ingredient_Name","三文鱼籽","xxxx",,,,
"SalmonRoe_Ingredient_Description","味道浓郁的小球。","xxxx",,,,
,,,,,,
"Scallop_Ingredient_Name","扇贝","xxxx",,,,
"Scallop_Ingredient_Description","壳里面有一些美味的肉。","xxxx",,,,
,,,,,,
"SeaUrchin_Ingredient_Name","海胆","xxxx",,,,
"SeaUrchin_Ingredient_Description","这玩意真的能吃吗？","xxxx",,,,
,,,,,,
"Seaweed_Ingredient_Name","海藻","xxxx",,,,
"Seaweed_Ingredient_Description","这就是大海的味道吗？","xxxx",,,,
,,,,,,
"Shrimp_Ingredient_Name","虾","xxxx",,,,
"Shrimp_Ingredient_Description","一种小型甲壳类动物。","xxxx",,,,
,,,,,,
"Soju_Ingredient_Name","烧酒","xxxx",,,,
"Soju_Ingredient_Description","一种韩国大米酿制品","xxxx",,,,
,,,,,,
"Sorghum_Ingredient_Name","高粱","xxxx",,,,
"Sorghum_Ingredient_Description","一种营养丰富、用途广泛的谷物。","xxxx",,,,
,,,,,,
"SparklingWine_Ingredient_Name","起泡酒","xxxx",,,,
"SparklingWine_Ingredient_Description","这款酒会起泡并嘶嘶作响。小心软木塞！","xxxx",,,,
,,,,,,
"Squash_Ingredient_Name","西葫芦","xxxx",,,,
"Squash_Ingredient_Description","形状奇特的葫芦。","xxxx",,,,
,,,,,,
"Squid_Ingredient_Name","乌贼","xxxx",,,,
"Squid_Ingredient_Description","一种在海洋中发现的长而粘滑的软体动物。","xxxx",,,,
,,,,,,
"Spinach_Ingredient_Name","菠菜","xxxx",,,,
"Spinach_Ingredient_Description","非常绿色，非常健康。","xxxx",,,,
,,,,,,
"Strawberry_Ingredient_Name","草莓","xxxx",,,,
"Strawberry_Ingredient_Description","如今很难找到的美味红色水果。","xxxx",,,,
,,,,,,
"SugarCane_Ingredient_Name","甘蔗","xxxx",,,,
"SugarCane_Ingredient_Description","嚼起来很甜","xxxx",,,,
,,,,,,
"Takuan_Ingredient_Name","腌萝卜","xxxx",,,,
"Takuan_Ingredient_Description","由萝卜腌制而成。","xxxx",,,,
,,,,,,
"TeaLeaves_Ingredient_Name","茶叶","xxxx",,,,
"TeaLeaves_Ingredient_Description","世界各地人民喜爱的饮品","xxxx",,,,
,,,,,,
"Truffle_Ingredient_Name","松露","xxxx",,,,
"Truffle_Ingredient_Description","这种极为罕见的蘑菇有时可以在地下生长，通常附着在树根上。","xxxx",,,,
,,,,,,
"Tuna_Ingredient_Name","金枪鱼","xxxx",,,,
"Tuna_Ingredient_Description","这鱼真的超大。","xxxx",,,,
,,,,,,
"Vanilla_Ingredient_Name","香草","xxxx",,,,
"Vanilla_Ingredient_Description","源自兰花的神秘香料。","xxxx",,,,
,,,,,,
"Vodka_Ingredient_Name","伏特加酒","xxxx",,,,
"Vodka_Ingredient_Description","用土豆泥制成的清酒。","xxxx",,,,
,,,,,,
"WagyuSteak_Ingredient_Name","和牛牛排","xxxx",,,,
"WagyuSteak_Ingredient_Description","一种高品质牛肉","xxxx",,,,
,,,,,,
"Watermelon_Ingredient_Name","西瓜","xxxx",,,,
"Watermelon_Ingredient_Description","夏季必备！","xxxx",,,,
,,,,,,
"Watercress_Ingredient_Name","西洋菜","xxxx",,,,
"Watercress_Ingredient_Description","水体中常见的可食用植物。","xxxx",,,,
,,,,,,
"Wheat_Ingredient_Name","小麦","xxxx",,,,
"Wheat_Ingredient_Description","烹饪界的主力军，你总会用到它","xxxx",,,,
,,,,,,
"Whisky_Ingredient_Name","威士忌","xxxx",,,,
"Whisky_Ingredient_Description","由发酵的谷物醪制成的棕色酒。","xxxx",,,,
,,,,,,
"WildCarrot_Ingredient_Name","野生胡萝卜","xxxx",,,,
"WildCarrot_Ingredient_Description","兔子喜欢这个。","xxxx",,,,
,,,,,,
"WildTomato_Ingredient_Name","野生番茄","xxxx",,,,
"WildTomato_Ingredient_Description","新鲜而成熟。","xxxx",,,,
,,,,,,
"WildRice_Ingredient_Name","野生水稻","xxxx",,,,
"WildRice_Ingredient_Description","从水体中的野生稻植株中收获。","xxxx",,,,
,,,,,,
"Yellowtail_Ingredient_Name","黄条鰤","xxxx",,,,
"Yellowtail_Ingredient_Description","真是好东西！","xxxx",,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"SEEDS","种子",,,,,
,,,,,,
"AppleSeed_Name","苹果树种子","xxxx",,,,
"AppleSeed_Description","栽种此物就可以长成一棵苹果树。","xxxx",,,,
,,,,,,
"AsparagusSeed_Ingredient_Name","芦笋种子","xxxx",,,,
"AsparagusSeed_Ingredient_Description","栽种此物来长成芦笋。","xxxx",,,,
,,,,,,
"BananaSeed_Name","香蕉树种子","xxxx",,,,
"BananaSeed_Description","栽种此物就可以长成一棵香蕉植株。","xxxx",,,,
,,,,,,
"BarleySeed_Name","大麦种子","xxxx",,,,
"BarleySeed_Description","栽种此物可长出大麦。","xxxx",,,,
,,,,,,
"CarrotSeed_Name","胡萝卜种子","xxxx",,,,
"CarrotSeed_Description","栽种此物就能长出胡萝卜。","xxxx",,,,
,,,,,,
"CherrySeed_Name","樱桃树种子","xxxx",,,,
"CherrySeed_Description","栽种此物就可以长成一棵樱桃树。","xxxx",,,,
,,,,,,
"CinnamonSeed_Name","肉桂树种子","xxxx",,,,
"CinnamonSeed_Description","栽种此物就可以长成一棵肉桂树。","xxxx",,,,
,,,,,,
"CocoaSeed_Name","可可树种子","xxxx",,,,
"CocoaSeed_Description","栽种此物就可以长成一棵可可树。","xxxx",,,,
,,,,,,
"CoconutSeed_Name","椰子树种子","xxxx",,,,
"CoconutSeed_Description","栽种此物就可以长成一棵椰子树。","xxxx",,,,
,,,,,,
"CoffeeSeed_Name","咖啡种子","xxxx",,,,
"CoffeeSeed_Description","栽种此物就可以长成咖啡植株。","xxxx",,,,
,,,,,,
"CranberrySeed_Name","蔓越莓种子","xxxx",,,,
"CranberrySeed_Description","栽种此物就可以长成蔓越莓灌木。","xxxx",,,,
,,,,,,
"DaikonSeed_Name","萝卜籽","xxxx",,,,
"DaikonSeed_Description","栽种此物就可以长成萝卜。","xxxx",,,,
,,,,,,
"EggplantSeed_Name","茄子种子","xxxx",,,,
"EggplantSeed_Description","栽种此物就可以长成茄子。","xxxx",,,,
,,,,,,
"ElderberrySeed_Name","接骨木种子","xxxx",,,,
"ElderberrySeed_Description","栽种此物就可以长成接骨木灌木。","xxxx",,,,
,,,,,,
"GingerSeed_Name","生姜种子","xxxx",,,,
"GingerSeed_Description","栽种此物就可以长成生姜植株。","xxxx",,,,
,,,,,,
"GrapeSeed_Name","葡萄种子","xxxx",,,,
"GrapeSeed_Description","栽种此物就可以长成葡萄藤。","xxxx",,,,
,,,,,,
"HotPepperSeed_Name","辣椒种子","xxxx",,,,
"HotPepperSeed_Description","栽种此物就可以长成辣椒灌木。","xxxx",,,,
,,,,,,
"LemonSeed_Name","柠檬种子","xxxx",,,,
"LemonSeed_Description","栽种此物就可以长成柠檬树。","xxxx",,,,
,,,,,,
"LettuceSeed_Name","生菜种子","xxxx",,,,
"LettuceSeed_Description","栽种此物即可长成生菜。","xxxx",,,,
,,,,,,
"MangoSeed_Name","芒果种子","xxxx",,,,
"MangoSeed_Description","栽种此物就可以长成芒果树。","xxxx",,,,
